file_name,category,n nodes_cutoff_3,n edges_cutoff_3,density_cutoff_3,diameter_cutoff_3,avg clustering_cutoff_3,max closeness centrality_cutoff_3,max eigenvector centrality_cutoff_3,degree assortativity_cutoff_3,n communities_cutoff_3,avg path length_cutoff_3,max betweenness centrality_cutoff_3,n nodes_cutoff_4,n edges_cutoff_4,density_cutoff_4,diameter_cutoff_4,avg clustering_cutoff_4,max closeness centrality_cutoff_4,max eigenvector centrality_cutoff_4,degree assortativity_cutoff_4,n communities_cutoff_4,avg path length_cutoff_4,max betweenness centrality_cutoff_4,n nodes_cutoff_5,n edges_cutoff_5,density_cutoff_5,diameter_cutoff_5,avg clustering_cutoff_5,max closeness centrality_cutoff_5,max eigenvector centrality_cutoff_5,degree assortativity_cutoff_5,n communities_cutoff_5,avg path length_cutoff_5,max betweenness centrality_cutoff_5,n nodes_cutoff_6,n edges_cutoff_6,density_cutoff_6,diameter_cutoff_6,avg clustering_cutoff_6,max closeness centrality_cutoff_6,max eigenvector centrality_cutoff_6,degree assortativity_cutoff_6,n communities_cutoff_6,avg path length_cutoff_6,max betweenness centrality_cutoff_6,n nodes_cutoff_7,n edges_cutoff_7,density_cutoff_7,diameter_cutoff_7,avg clustering_cutoff_7,max closeness centrality_cutoff_7,max eigenvector centrality_cutoff_7,degree assortativity_cutoff_7,n communities_cutoff_7,avg path length_cutoff_7,max betweenness centrality_cutoff_7,n nodes_cutoff_8,n edges_cutoff_8,density_cutoff_8,diameter_cutoff_8,avg clustering_cutoff_8,max closeness centrality_cutoff_8,max eigenvector centrality_cutoff_8,degree assortativity_cutoff_8,n communities_cutoff_8,avg path length_cutoff_8,max betweenness centrality_cutoff_8,n nodes_cutoff_9,n edges_cutoff_9,density_cutoff_9,diameter_cutoff_9,avg clustering_cutoff_9,max closeness centrality_cutoff_9,max eigenvector centrality_cutoff_9,degree assortativity_cutoff_9,n communities_cutoff_9,avg path length_cutoff_9,max betweenness centrality_cutoff_9,n nodes_cutoff_10,n edges_cutoff_10,density_cutoff_10,diameter_cutoff_10,avg clustering_cutoff_10,max closeness centrality_cutoff_10,max eigenvector centrality_cutoff_10,degree assortativity_cutoff_10,n communities_cutoff_10,avg path length_cutoff_10,max betweenness centrality_cutoff_10,n nodes_cutoff_11,n edges_cutoff_11,density_cutoff_11,diameter_cutoff_11,avg clustering_cutoff_11,max closeness centrality_cutoff_11,max eigenvector centrality_cutoff_11,degree assortativity_cutoff_11,n communities_cutoff_11,avg path length_cutoff_11,max betweenness centrality_cutoff_11,n nodes_cutoff_12,n edges_cutoff_12,density_cutoff_12,diameter_cutoff_12,avg clustering_cutoff_12,max closeness centrality_cutoff_12,max eigenvector centrality_cutoff_12,degree assortativity_cutoff_12,n communities_cutoff_12,avg path length_cutoff_12,max betweenness centrality_cutoff_12,n nodes_cutoff_13,n edges_cutoff_13,density_cutoff_13,diameter_cutoff_13,avg clustering_cutoff_13,max closeness centrality_cutoff_13,max eigenvector centrality_cutoff_13,degree assortativity_cutoff_13,n communities_cutoff_13,avg path length_cutoff_13,max betweenness centrality_cutoff_13,n nodes_cutoff_14,n edges_cutoff_14,density_cutoff_14,diameter_cutoff_14,avg clustering_cutoff_14,max closeness centrality_cutoff_14,max eigenvector centrality_cutoff_14,degree assortativity_cutoff_14,n communities_cutoff_14,avg path length_cutoff_14,max betweenness centrality_cutoff_14,n nodes_cutoff_15,n edges_cutoff_15,density_cutoff_15,diameter_cutoff_15,avg clustering_cutoff_15,max closeness centrality_cutoff_15,max eigenvector centrality_cutoff_15,degree assortativity_cutoff_15,n communities_cutoff_15,avg path length_cutoff_15,max betweenness centrality_cutoff_15
2w0o_corrected_x_153_y_0__noise_0.3x1e_500t_0.5p_36000d_degPhase_90.0_ctfcorrected.mrcs_m60_60_3.0_filtered_by_0.16_rec_cropped,horse-l-apoferritin,19363.0,38395.0,0.0002048244542399,236,0.4386057362791276,0.0154758821780373,0.38093823020885,0.6508625027708103,156,89.95921618901332,0.227598970794356,41122.0,143363.0,0.0001695622535336,191,0.5987588904666269,0.02272860429202,0.2616958257920913,0.6837435747049807,191,64.65796245048432,0.114450264500272,43704.0,253556.0,0.0002655042331839,112,0.5652860561043764,0.0346645895780173,0.1173079052420434,0.761694555108253,102,41.14328021661232,0.092226462120328,44406.0,418129.0,0.0004240985195804,92,0.5448249452240485,0.046370506666054,0.1010854715172682,0.7746843885017153,29,30.60436589743361,0.073609228158453,44581.0,673132.0,0.0006773924666931,69,0.5421860766283436,0.0574758583345151,0.0820931845057974,0.8005309517469152,16,24.41015958782925,0.074034275283838,45784.0,997126.0,0.0009513976104423,59,0.5440409596668969,0.0665467991895136,0.0568149469885761,0.8138119987043593,12,21.077716933427173,0.067678621804443,45785.0,1369042.0,0.001306200410869,48,0.5491119418474847,0.0774774805265571,0.0474257715800418,0.8098802847471984,10,18.05284847045953,0.076028890122892,45793.0,1842075.0,0.0017569062833612,44,0.5553371976624987,0.0876667011268479,0.0418253356182701,0.8045753915072565,12,15.798489335375946,0.061925801382136,47398.0,2438394.0,0.0021708159618108,43,0.5628260318229453,0.0939717472118959,0.0388001497049985,0.7969273963475298,9,14.790396543128034,0.064464534349009,47399.0,3052895.0,0.0027177697935823,40,0.5688336437323362,0.1026875372366354,0.0372933954274406,0.7913915014170227,7,13.38435222547925,0.060075874548372,47448.0,3782550.0,0.0033603770057027,35,0.5760031136970897,0.1127103505287863,0.0356036089579842,0.7900936408226679,11,12.197457284438276,0.062263976024043,47448.0,4591855.0,0.0040793549207601,32,0.5833919152499452,0.1222394550532271,0.0345142480436311,0.7901836138455021,9,11.226933951314,0.034119586047565,47448.0,5467543.0,0.0048573067837546,29,0.5908883604794583,0.1319071448429246,0.0331737713056297,0.7916488777060813,11,10.419810433035885,0.041061310399884
2w0o_corrected_x_159_y_0__noise_0.3x1e_500t_0.5p_36000d_degPhase_90.0_ctfcorrected.mrcs_m60_60_3.0_filtered_by_0.16_rec_cropped,horse-l-apoferritin,34966.0,70721.0,0.0001156908209473,442,0.4736529503531704,0.0093843199058696,0.3811680019925352,0.6706056497260556,233,173.41910861761002,0.443541052717901,83476.0,282807.0,8.117122354453703e-05,201,0.6240976666532217,0.0211469701122822,0.3192877083938348,0.689514522205272,387,67.04594692965607,0.089736730183586,98016.0,529521.0,0.0001102360554359,115,0.5844521154571881,0.0333280741973413,0.1381674183064193,0.772761099901321,319,41.912021668397145,0.04930087201189,99031.0,867448.0,0.0001769031239174,82,0.5505662354646645,0.0455120972652758,0.0952898282056488,0.7930502588121953,40,30.114342052240424,0.036338098193311,99109.0,1392694.0,0.000283572357599,64,0.5363167089406088,0.0570924269638843,0.0842999667625314,0.8219276491488106,14,23.87692335683943,0.016350652329233,99126.0,2041790.0,0.0004155949734602,53,0.5277850230630093,0.0675205763209,0.0675131062406786,0.8407074145957786,11,20.095319048432863,0.014609611192241,99126.0,2838562.0,0.0005777734728131,46,0.5263319738500838,0.0777833491450305,0.0595174302068616,0.8406186133467695,9,17.367230698549967,0.019171471464951,99126.0,3850154.0,0.0007836773857486,40,0.5266274891064724,0.0885335538819898,0.0572581364551303,0.8362519793902721,8,15.325080253318164,0.017953013475369,99126.0,5008987.0,0.0010195513835054,35,0.5272163937190435,0.0985582898334576,0.0494093884592918,0.8282130102264511,6,13.736075322429,0.016685952764549,99126.0,6349615.0,0.0012924287401778,32,0.5283478507599851,0.1090533236372597,0.042605788248252,0.8199513323093283,5,12.431813159447366,0.026359121553819,99126.0,7954763.0,0.0016191476684024,29,0.5300761546862883,0.119007028167898,0.0394672200283293,0.8144719643786019,7,11.3508656772423,0.012922602182245,99126.0,9797319.0,0.0019941896717029,27,0.53261083272837,0.1290651451844541,0.0369579062938576,0.8089330711417173,6,10.469076240643348,0.010039003743501,99126.0,11853780.0,0.0024127708454362,25,0.5358789368567001,0.139067765459846,0.0339813452937631,0.8036584217121222,8,9.721578975936952,0.006124222762932
2w0o_corrected_x_33_y_0__noise_0.3x1e_500t_0.5p_36000d_degPhase_90.0_ctfcorrected.mrcs_m60_60_3.0_filtered_by_0.16_rec_cropped,horse-l-apoferritin,17530.0,34025.0,0.0002214568266418,373,0.4082545115403017,0.0130374246753845,0.3645262341390536,0.6489005624478392,137,110.28253817966132,0.342173285721842,24076.0,87191.0,0.0003008506982992,158,0.576067922763848,0.0263447878902612,0.2788876996767275,0.6709770902956749,124,50.852942083540576,0.195384018093769,24580.0,153233.0,0.0005072665344283,98,0.5457627302491649,0.0396338317057753,0.1069758355183926,0.7497169105226733,58,32.90584971506004,0.130050735612959,24630.0,249717.0,0.0008233166796972,70,0.5312986441733788,0.0515306026375199,0.0880241093502662,0.7631228967428538,17,24.701785896945346,0.12273281313008,24647.0,404023.0,0.0013302264392931,57,0.5329370831626022,0.0642540755166579,0.0689020085753726,0.7843579247705201,8,19.77777509186839,0.077784278690867,24773.0,588637.0,0.0019183943150683,52,0.5376574794767277,0.0745289291505832,0.0649652757315573,0.790855856498047,10,16.972072743781744,0.066367020647467,24773.0,807960.0,0.0026331777832563,45,0.5444076665580339,0.0861892600917143,0.0631227102318413,0.7823391101720272,6,14.783452570590764,0.071323687747212,24773.0,1089660.0,0.0035512506848149,40,0.5524826438429664,0.0973478105388082,0.0589571500873564,0.7716795574832667,5,13.048735585481422,0.033626417055517,24773.0,1400592.0,0.0045645919820368,29,0.559983803734391,0.1113803847865868,0.0554454650845506,0.7610814830554176,9,11.323626596670382,0.093103694157566,25221.0,1770662.0,0.0055674750353583,30,0.568975138176702,0.1210492212436103,0.0515989748083929,0.7566157575480128,6,10.42211574817393,0.056250762427849,25221.0,2190241.0,0.0068867531403047,27,0.5767763029718644,0.1314815394079681,0.0495941440488484,0.7522211084599792,6,9.517555389264531,0.048063234011995,25221.0,2653251.0,0.0083425909095239,25,0.5849270189592126,0.1429065214558106,0.0468648868904631,0.7481259055265368,6,8.80095538312059,0.034898954810468,25221.0,3147196.0,0.009895697293656,20,0.5924996140051187,0.1538658645955987,0.0448925143102552,0.744793876335953,6,8.05788866703826,0.030329279331474
2w0o_corrected_x_78_y_0__noise_0.3x1e_500t_0.5p_36000d_degPhase_90.0_ctfcorrected.mrcs_m60_60_3.0_filtered_by_0.16_rec_cropped,horse-l-apoferritin,27635.0,55416.0,0.0001451315882911,380,0.4488998073474267,0.0122989963726995,0.3914901214302113,0.6585528817026377,188,117.61695400993516,0.316910299587255,46864.0,164476.0,0.0001497831948449,167,0.6044614114027326,0.0233885002423045,0.3337989643724265,0.6790461231059636,204,55.19713743110634,0.087149177696315,55284.0,320864.0,0.000209971295647,108,0.5662529712792302,0.0355210673218774,0.1149978808716359,0.7612995934997211,146,37.95624510710845,0.146135787834219,55951.0,528692.0,0.0003377728907406,77,0.541820854279865,0.047803883606301,0.0954468770911311,0.7779133724883702,36,28.22154797614388,0.064667792707998,56544.0,857500.0,0.0005364123268275,63,0.5355686443414045,0.0593823055579477,0.0849174399563928,0.8055075330895675,12,22.64019814011665,0.050508640497947,56564.0,1251640.0,0.0007824144820077,50,0.533359856418816,0.0698014786367714,0.0726107663023361,0.8187715397696411,10,19.100669163292576,0.02786227293651,56671.0,1731055.0,0.0010780198893456,44,0.5367328189477544,0.0803388778075014,0.0657714011589342,0.8149084284728687,11,16.57858596102686,0.028967401056075,56675.0,2339139.0,0.0014565004761287,40,0.5412928348000113,0.0910984732799886,0.0603233903508087,0.8089056940621129,11,14.630046324267946,0.031570668559844,56675.0,3026824.0,0.0018846980009131,35,0.5454442778422518,0.1010240732983359,0.0545894068021479,0.800404183797046,11,13.145477700732124,0.018578875138388,56675.0,3811626.0,0.0023733669028752,32,0.5496611954990586,0.11138232473311,0.0495802786080456,0.7930075179780749,8,11.930004213108475,0.011133130394342,56675.0,4745831.0,0.0029550638551734,28,0.5545658877947525,0.1225034152414878,0.0467136292993897,0.7892341432606258,7,10.768949094457207,0.040159231449909,56686.0,5796384.0,0.0036078060393454,27,0.5602869888821991,0.1322821084860308,0.0432898843493849,0.7857090137070516,6,9.93569267719071,0.039282495564221,56686.0,6943992.0,0.0043221043110267,24,0.5660337139965893,0.1428989182689277,0.0396185774866831,0.7824881922797319,7,9.209832734526069,0.013192008149074
2w0o_corrected_x_99_y_0__noise_0.3x1e_500t_0.5p_36000d_degPhase_90.0_ctfcorrected.mrcs_m60_60_3.0_filtered_by_0.16_rec_cropped,horse-l-apoferritin,14928.0,29977.0,0.0002690568196448,285,0.454255399462389,0.0178705685730841,0.3671982427768274,0.6628436160610108,147,86.7381771172044,0.282704507770554,70932.0,243980.0,9.698530470219968e-05,293,0.614749829164192,0.0183130540569568,0.3268911037279722,0.6860945393534077,283,77.22479503959767,0.134818472648597,77829.0,435432.0,0.0001437715706759,152,0.5762530378037455,0.029969717600451,0.1564553223897385,0.7697089837164662,182,45.13767984865734,0.08656382286181,79476.0,722978.0,0.0002289225316037,102,0.5482169172705417,0.0419814726873477,0.1073905310160907,0.7878956461581583,51,32.33326505218176,0.085730887135724,79581.0,1159567.0,0.0003661950892782,82,0.5382998104713227,0.0527530628993104,0.0707488255478819,0.8176779736204778,17,25.528117984202627,0.082374242930774,79589.0,1693359.0,0.0005346608650249,59,0.5336626609419264,0.0628365836693413,0.0535414601741509,0.8328279434826193,14,21.22439852421617,0.049184821192181,79590.0,2343830.0,0.0007400218648435,48,0.5353477872458501,0.0726112743671408,0.0544720158116634,0.8296320945523293,12,18.21165021136016,0.033374708800855,79590.0,3169140.0,0.0010005985471429,42,0.5388126614490311,0.0823422787754135,0.0437780263359248,0.8248556232732813,9,16.005754323485228,0.02261476618844,79592.0,4105345.0,0.0012961231756395,37,0.5418556333762844,0.0922685085358021,0.0400462939566147,0.8178386906552635,7,14.344204819824537,0.018142122850296,79592.0,5179016.0,0.0016350983083292,32,0.5452023673279133,0.1018972181218321,0.0385035866723888,0.8115585039344149,5,12.967863516266007,0.025131383436562,79592.0,6457892.0,0.0020388599464788,30,0.5490843584141362,0.1115616756327916,0.0365561087271442,0.8083051163935643,7,11.83034588524706,0.01530836522315,79592.0,7906158.0,0.002496100720906,28,0.5536234976711043,0.1204921966424898,0.0344816028540467,0.8053595906995469,8,10.891981734908995,0.01638337075865,79592.0,9501090.0,0.0029996463008193,26,0.558599432084609,0.1311394106956612,0.0341723437660004,0.8020740657317424,7,10.07685161423813,0.017080956544006
2w0o_corrected_x_48_y_0__noise_0.3x1e_500t_0.5p_36000d_degPhase_90.0_ctfcorrected.mrcs_m60_60_3.0_filtered_by_0.16_rec_cropped,horse-l-apoferritin,3543.0,6905.0,0.0011004592604563,118,0.397241374675753,0.0363696105309634,0.3799041917789207,0.6409001232223517,62,40.74633083295602,0.341357500316162,12800.0,46716.0,0.0005703082272052,155,0.5642144452769454,0.0280804831975638,0.2724600790354463,0.6636027021684621,60,52.70776783098289,0.471588090239547,12990.0,82141.0,0.0009736550338591,103,0.5419438603096013,0.0414856785139382,0.1300498294171991,0.7279378612194201,21,35.40624589610999,0.426066497441364,13036.0,133769.0,0.0015744544069222,76,0.5336320404482369,0.0555728458327826,0.0857610675303012,0.7341505409138366,7,26.465418157477927,0.31189875307843,13037.0,215558.0,0.0025367176099426,62,0.5392022035621168,0.0685383806519453,0.081269169469241,0.7494094432257671,4,21.301621711453908,0.248455343618426,13037.0,310288.0,0.0036515139023088,44,0.5476931282335006,0.0800501080762428,0.076593607212172,0.7501756044108987,7,16.31344151772531,0.186471447735983,13037.0,422307.0,0.0049697696383435,38,0.5571647854187868,0.0925964072366692,0.0723607380232075,0.7399575314741687,5,14.075552156026385,0.160789200711428,13037.0,566071.0,0.0066616051094269,34,0.5678966017885412,0.1035301592344041,0.0713057027512818,0.7307845817775734,5,12.385225902353636,0.168938428946489,13452.0,738548.0,0.0081633288282645,32,0.579590021729259,0.1108985827472772,0.0646167005711821,0.7266397164241977,4,11.587776520732634,0.188768433743866,13452.0,915725.0,0.0101217040615674,30,0.5894619257679323,0.1219779821172715,0.0622751723379645,0.7210662389010751,6,10.557400145323232,0.12956726727167,13452.0,1124378.0,0.0124279902474401,26,0.5996225262869485,0.13211865239171,0.0588118345957008,0.7213467318495026,5,9.622399540822975,0.123896865882399,13671.0,1359767.0,0.014552100819247,25,0.6137901884228687,0.1412000454484418,0.0565365247421403,0.7301119789982161,6,9.005739743412134,0.106545539829325,13826.0,1601758.0,0.0167596600372126,24,0.626393761803252,0.1509180621356679,0.0541354282750953,0.7391934652492957,7,8.396694206920474,0.073883364720493
2w0o_corrected_x_147_y_0__noise_0.3x1e_500t_0.5p_36000d_degPhase_90.0_ctfcorrected.mrcs_m60_60_3.0_filtered_by_0.16_rec_cropped,horse-l-apoferritin,7657.0,14729.0,0.0005025076595827,203,0.4011088515333013,0.0244503774862354,0.3620251014743329,0.6413542729696011,94,60.59976430005995,0.262047460306619,18902.0,67979.0,0.0003805504381989,180,0.5787876312230141,0.0261228066295899,0.3110384515957649,0.6706341737594548,94,56.112061694459285,0.23983501739113,23201.0,140349.0,0.0005214883722312,106,0.5530127026213723,0.0371900362763155,0.1505897924823722,0.7536485124427034,44,36.39650404486133,0.098651832454253,23289.0,228207.0,0.0008415422487198,78,0.5404780026837038,0.0497181895815542,0.0907020056834337,0.7645006650728373,22,26.813185294735565,0.07525234962783,23310.0,367340.0,0.0013521731313142,63,0.5424829665747607,0.061579634257816,0.0620305010568298,0.7912524922358347,13,21.44660792513553,0.080741937409429,23310.0,530262.0,0.0019518866144633,53,0.5466149439978446,0.0723367542958579,0.0557442776823932,0.8008106842740077,9,18.21939425375008,0.067677025296479,23310.0,723984.0,0.0026649744441155,45,0.5534631587878774,0.0834550662370211,0.0481620528190572,0.7950855178394212,9,15.760428178833086,0.044797411347307,23310.0,971755.0,0.0035770158469544,40,0.561997513418923,0.0943997602442916,0.0418850148601063,0.7870779150934663,8,13.957966818089515,0.045112220889589,23310.0,1244400.0,0.0045806180775505,36,0.5699057128825565,0.1044642336944099,0.0427872273260346,0.7785098802797595,8,12.5445125555555,0.040971128845121,23336.0,1551310.0,0.0056976316178209,33,0.5780932750830491,0.1155609920367655,0.0402469761762371,0.7714506632457695,9,11.388696424225737,0.022672621479773,23337.0,1913746.0,0.0070281795719774,30,0.5865579410259422,0.1261050947841688,0.037653313591335,0.7681924013142556,7,10.425885898423903,0.033058739012154,23337.0,2310091.0,0.0084837456880949,27,0.5956711474737534,0.135824457249287,0.0367218992731611,0.7664116856076326,8,9.60894539531368,0.021789284512249,23337.0,2729754.0,0.0100249465181501,25,0.6039946398593692,0.1462677773390246,0.0361783200707129,0.7656675189695696,6,8.92719310032318,0.026408334434404
2w0o_corrected_x_81_y_0__noise_0.3x1e_500t_0.5p_36000d_degPhase_90.0_ctfcorrected.mrcs_m60_60_3.0_filtered_by_0.16_rec_cropped,horse-l-apoferritin,14090.0,27841.0,0.0002804940568174,265,0.42651480843106,0.0157030716229033,0.3961600387294001,0.6509808103785588,130,91.00123962031698,0.441268791536797,26087.0,93594.0,0.0002750719942032,174,0.5887646251445225,0.0260389216296935,0.320118754295996,0.6781396364984231,132,51.47976633052311,0.11704397562916,30453.0,182810.0,0.0003942612011578,121,0.5576283997403381,0.0370215476786765,0.1252839561249902,0.7588160211247474,67,37.06743055297384,0.078239853099957,30607.0,299423.0,0.0006392751393694,89,0.539160999748465,0.0502896014590984,0.1067703457414303,0.7761801645409576,18,27.10850735744361,0.07954731548498,30626.0,483105.0,0.0010301611142726,69,0.5389138639416626,0.0628028636055098,0.1063707690170425,0.8008981151876334,13,21.39312859368524,0.060456178657983,33459.0,759894.0,0.0013575945233186,60,0.5438206154921015,0.0679867919735839,0.0858542471424782,0.8073437399708139,12,19.62732806364182,0.150128827235167,33600.0,1044552.0,0.001850522762157,51,0.5509167142128931,0.0788636721051359,0.0779591893117654,0.8013599892556674,12,17.155210658551347,0.149554610529264,34079.0,1416788.0,0.0024399106593175,50,0.5604758223981089,0.0878353300204136,0.0730559120393308,0.7954318294270731,13,15.383408633348775,0.164765683455039,34079.0,1819389.0,0.003133246903944,43,0.5681398978993693,0.0975197955627033,0.0686542042383283,0.7889757927415445,11,13.747679816553813,0.12662070650625,34079.0,2273518.0,0.0039153217011651,39,0.5756811584813419,0.1075568825610645,0.0638393532284461,0.784041425183706,12,12.486402913523236,0.134881911736955,34079.0,2810000.0,0.0048392200898668,36,0.5840545837171064,0.1177641468682505,0.0595511740586582,0.7822631970627081,11,11.389847904535296,0.103310120992218,34079.0,3401060.0,0.0058571095654244,32,0.5929021710292389,0.1270770561737418,0.0522250337768848,0.7815534624066671,14,10.50541257725804,0.090252277622578,34351.0,4052675.0,0.0068691918691772,30,0.6026152702206485,0.1363533516725614,0.0240693995079023,0.7842180366108444,13,9.831896110438276,0.045606736648246
2w0o_corrected_x_177_y_0__noise_0.3x1e_500t_0.5p_36000d_degPhase_90.0_ctfcorrected.mrcs_m60_60_3.0_filtered_by_0.16_rec_cropped,horse-l-apoferritin,8560.0,16927.0,0.0004620757731108,201,0.4294021658507683,0.0203385239064983,0.3683976666102821,0.6523022633828695,105,70.2038548262582,0.383842349018285,19946.0,70998.0,0.0003569326326229,123,0.5868086612562067,0.0267100026247984,0.3145683131131934,0.6747769722316931,107,50.41278256506908,0.294631866301446,22075.0,132518.0,0.0005439050836007,94,0.5544801795926108,0.0410665317254492,0.1325660156064874,0.7507410772385625,63,33.93083213254377,0.189684399420843,22539.0,219655.0,0.0008648107333431,75,0.5398279202517984,0.0534633266913369,0.1019008236852626,0.7636727252226987,22,25.86767918993162,0.09456764074343,22702.0,355145.0,0.0013782455291641,59,0.5413492255402433,0.066730748880031,0.0914374902152501,0.7858509850370592,13,20.755501719074555,0.084627148192499,22707.0,513893.0,0.0019934360327241,50,0.5456104230139884,0.0789408725702544,0.0860362565184132,0.7904867790833423,8,17.444158032001628,0.072587887858854,22707.0,703178.0,0.0027276891543938,44,0.5527818002429916,0.0912268578040627,0.0807970310698128,0.7823230555009817,9,15.16521526526069,0.085011581889606,22843.0,946224.0,0.0036269092407152,37,0.5623293568426665,0.1016460410909527,0.0754881550650459,0.777883972947492,7,13.425980280271713,0.049026451225874,22843.0,1212679.0,0.0046482404495355,33,0.5699417054137886,0.1140042223786066,0.067860072513594,0.7713977268932709,7,11.978048146232782,0.05248085759048,22843.0,1511744.0,0.0057945669135382,30,0.5772886508840158,0.1252460562461275,0.062331322874932,0.7671737316146985,8,10.87028746375056,0.043178371478867,22843.0,1865347.0,0.0071499394133317,27,0.5853238818062922,0.1371290665353929,0.0593265133297611,0.7662637901625826,8,9.894656984866142,0.051235159697071,22843.0,2253964.0,0.0086395217832558,25,0.5937600569634405,0.148490521881582,0.0564357423815479,0.766753607531268,8,9.161677794023328,0.054239134129949,22843.0,2667304.0,0.0102238682652275,24,0.6019149764769771,0.1586525438444174,0.053074943535996,0.7685149429986136,5,8.501697744891262,0.052316422868131
2w0o_corrected_x_63_y_0__noise_0.3x1e_500t_0.5p_36000d_degPhase_90.0_ctfcorrected.mrcs_m60_60_3.0_filtered_by_0.16_rec_cropped,horse-l-apoferritin,6913.0,13633.0,0.0005706254587438,152,0.4187539464409155,0.0294521190015595,0.3757088303700323,0.637004063033495,91,51.33591050275648,0.335276715978266,20191.0,72918.0,0.0003577425482629,165,0.5836613754752067,0.0240372023029997,0.3359115767810546,0.6729887265658394,97,55.38121124538517,0.16393517687577,21298.0,129742.0,0.0005720754757779,118,0.5545150974727485,0.0374522548378247,0.1578223421025805,0.748472374250092,50,35.600803116504856,0.195625012521648,21880.0,215118.0,0.0008987356336533,105,0.5403351966953923,0.0486089819640881,0.0987464979248246,0.7608377222585718,19,27.4978442636094,0.094628031280154,22636.0,354438.0,0.0013835348046023,80,0.542454830179045,0.0591407542111822,0.0736350256338833,0.7851246946311221,13,21.15501680771627,0.137789144827654,22639.0,513716.0,0.0020047387863987,68,0.5467572140821454,0.069481360530855,0.0636680689980359,0.7952091172949541,9,18.19931088928601,0.077928608084528,22841.0,706322.0,0.0027078307504762,57,0.555103860110357,0.0794849486688707,0.0581706359119023,0.7912102262694254,9,15.879991310522426,0.089609367970611,22846.0,948161.0,0.0036333793923925,48,0.5642531105128697,0.0903904058368976,0.0514988494235568,0.7858562278289083,8,13.889254160341665,0.082369868989295,23213.0,1229217.0,0.004562624416745,45,0.5740277165116852,0.0987757290518602,0.0490261251862216,0.7806132017103447,9,12.637019996705543,0.125673227688582,23213.0,1530238.0,0.0056799582679308,39,0.5819479732767199,0.1102299385500859,0.0370705677091515,0.7783885955636627,9,11.381000001046733,0.066526583362116,23213.0,1885166.0,0.0069973848565531,37,0.59037169766288,0.1206194138432758,0.0364864225969168,0.7799953430401712,8,10.411314060047896,0.050403777766551,23317.0,2279806.0,0.0083868942801538,30,0.6004563550002641,0.1341603756214325,0.0363510517913457,0.7845943397961455,9,9.45601507850584,0.093421237858464,23415.0,2697879.0,0.009841984736542,28,0.6100898028436686,0.1431147350598705,0.0353982609879239,0.7900932550684825,10,8.789763318653051,0.078722449342031
